FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E01005408,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01005724,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01003074,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01005362,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01005531,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01005156,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01005799,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005524,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01004617,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01004635,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003090,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01003130,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01003301,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002929,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01003200,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003899,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01003681,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01003179,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003898,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01002435,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01002683,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003690,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01002422,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01003508,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01003521,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003673,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01003674,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01003751,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01003178,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01003715,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01002698,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01002706,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01003567,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003631,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01012987,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01012990,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002604,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01002622,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002603,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01002399,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01002684,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002595,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01002633,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01002634,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01002408,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01002620,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01004747,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002800,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01002617,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01005048,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01004863,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01004808,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01005010,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01002645,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002677,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01002490,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002494,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01002661,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01002799,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01002640,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01004906,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01004952,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01005086,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005129,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01003777,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01003890,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01003544,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003562,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01004743,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01005004,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01004878,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01004706,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01002556,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01002565,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01005009,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01011670,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01011540,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01011376,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01011496,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01011731,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01011677,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012840,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01011613,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01011373,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01011687,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01013057,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01011382,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01011534,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01011455,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01011379,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01030124,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01030234,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01030013,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01029926,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01030195,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01002530,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01030171,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01029577,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01030004,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01029907,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01011545,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01011723,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01029984,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01030169,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01002431,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01028677,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01010883,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01010886,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01010674,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01010815,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01010922,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01010941,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01010892,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01002717,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002889,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01002665,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01010921,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002709,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01002815,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01002768,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01012915,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012310,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01012863,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01013008,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01013033,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01012935,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01012984,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01013146,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01013035,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01012629,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01012689,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01012581,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01012835,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01012594,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012900,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01002676,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01002782,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01003081,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01002426,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01003056,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003069,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01002398,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01002432,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01003860,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01003491,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01002887,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003835,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01002474,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01002616,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01003619,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01004973,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01004725,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01004604,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01004914,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01004571,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01004905,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01004771,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01004501,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01002438,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01002446,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01003422,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01003456,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003035,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01004587,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01002794,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01012205,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01012384,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01012395,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01012273,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01030025,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01012420,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012465,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01012406,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01002518,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01012260,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01002417,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01030190,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01012506,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01012233,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01012202,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003489,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01003337,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01003826,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01003471,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01003627,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01002854,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01003342,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01003622,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01012419,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012513,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01012548,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01012475,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003376,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01003737,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01003358,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031587,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031649,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01006193,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031541,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01011646,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01011652,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031672,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01011624,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01010675,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01010677,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01006446,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01006527,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01006176,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01006188,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002355,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01011517,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01011571,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01031407,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031521,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01012407,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012437,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01011582,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01011604,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032004,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01032042,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01011669,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031969,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031337,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01031374,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01032055,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01017278,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01006282,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01017284,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01017362,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01006442,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01017521,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01006307,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01006347,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01001244,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01001268,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01001821,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01001848,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01001388,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01017341,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01001361,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01006245,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01006265,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01006224,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01006230,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01011299,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01011333,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01011275,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01011297,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01017503,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01017231,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01017240,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01017581,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01017261,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01017203,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01017346,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01012664,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01012673,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01031316,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01012656,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01014630,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01016150,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01012750,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01016110,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01031801,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01031887,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031727,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031756,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01031261,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01031271,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01031233,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01016010,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01016148,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01016450,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01016319,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01022632,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01015120,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01016047,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01015952,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01014809,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01014655,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01016049,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01014622,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01016349,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01016036,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01014613,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01011497,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01002014,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01011467,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01011472,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01002101,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01031050,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002028,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01002040,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01011704,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01011772,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01012504,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01012509,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01011832,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01011435,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01011776,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01001995,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01002000,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01001946,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01001974,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01012797,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01012814,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01012764,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01012770,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031217,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01002256,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031183,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01031215,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01002292,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01002301,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01002260,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01026809,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005500,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01005909,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01026808,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01026861,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01006029,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01005530,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01026846,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01026816,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01026825,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01005918,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005938,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01005965,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01005831,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01005961,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01004356,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01004405,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003908,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01003941,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01004434,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01004494,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01005940,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01005949,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01003988,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01004410,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01026797,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01003945,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01004105,2019,Decile ,,10,a. Index of Multiple Deprivation (IMD)
E01004218,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01004421,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01012658,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01013224,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01013164,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01012604,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01013127,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01003132,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01013258,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01013106,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01013071,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01013079,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01013176,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01013199,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012899,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01013136,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012876,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01012998,2019,Decile ,,9,a. Index of Multiple Deprivation (IMD)
E01013005,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01003327,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01003336,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01003276,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01003309,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01003419,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01003426,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01003351,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01003209,2019,Decile ,,4,a. Index of Multiple Deprivation (IMD)
E01003159,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01003344,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01002977,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01003022,2019,Decile ,,5,a. Index of Multiple Deprivation (IMD)
E01003241,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01001576,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01001665,2019,Decile ,,6,a. Index of Multiple Deprivation (IMD)
E01011261,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01001564,2019,Decile ,,8,a. Index of Multiple Deprivation (IMD)
E01011393,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01011399,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
E01001728,2019,Decile ,,3,a. Index of Multiple Deprivation (IMD)
E01011339,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005564,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005610,2019,Decile ,,1,a. Index of Multiple Deprivation (IMD)
E01005818,2019,Decile ,,2,a. Index of Multiple Deprivation (IMD)
E01005819,2019,Decile ,,7,a. Index of Multiple Deprivation (IMD)
